P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
313837,96,공릉 도깨비시장,306,"배(신고, 600g)",1개,3000,Jun-12,이천,1,전통시장,350000,노원구
313838,96,공릉 도깨비시장,307,배추(2.5~3kg),1포기,3500,Jun-12,해남,1,전통시장,350000,노원구
313839,96,공릉 도깨비시장,308,무(1kg),1개,1000,Jun-12,제주,1,전통시장,350000,노원구
313840,96,공릉 도깨비시장,309,양파(1.5kg망),1망,1800,Jun-12,무안,1,전통시장,350000,노원구
313841,96,공릉 도깨비시장,310,상추(100g),1봉지,500,Jun-12,충남 괴성,1,전통시장,350000,노원구
313842,96,공릉 도깨비시장,311,오이(다다기),1개,250,Jun-12,,1,전통시장,350000,노원구
313843,96,공릉 도깨비시장,312,애호박,1개,300,Jun-12,"광양, 논개",1,전통시장,350000,노원구
313844,96,공릉 도깨비시장,58,"쇠고기(한우,불고기)",600g(1등급),1688,Jun-12,농협 안심한우,1,전통시장,350000,노원구
313845,96,공릉 도깨비시장,202,돼지고기(생삼겹살),600g,11400,Jun-12,농협 안심포크,1,전통시장,350000,노원구
313846,96,공릉 도깨비시장,283,닭고기(육계),1마리(1kg),6000,Jun-12,"일반, 청정계",1,전통시장,350000,노원구
313847,96,공릉 도깨비시장,134,달걀(왕란),10개,2500,Jun-12,황금알,1,전통시장,350000,노원구
313848,96,공릉 도깨비시장,260,"조기(냉동,수입산)",1마리(20cm),4000,Jun-12,"중국산,부세",1,전통시장,350000,노원구
313849,96,공릉 도깨비시장,152,"명태(러시아,냉동)",1마리(45cm),0,Jun-12,,1,전통시장,350000,노원구
313850,96,공릉 도깨비시장,256,"오징어(냉동,국산)",1마리(25cm),3000,Jun-12,제주산,1,전통시장,350000,노원구
313851,96,공릉 도깨비시장,266,"고등어(생물,국산)",1마리(30cm),5000,Jun-12,부산,1,전통시장,350000,노원구
313852,120,망원시장,305,"사과(부사, 300g)",1개(300g),2500,Jun-12,국산(청송부사),1,전통시장,440000,마포구
313853,120,망원시장,306,"배(신고, 600g)",1개(600g),3500,Jun-12,국내(신고배),1,전통시장,440000,마포구
313854,120,망원시장,307,배추(2.5~3kg),1포기,3000,Jun-12,해남(한망3개6000원),1,전통시장,440000,마포구
313855,120,망원시장,308,무(1kg),1포기,2000,Jun-12,국산(햇무),1,전통시장,440000,마포구
313856,120,망원시장,309,양파(1.5kg망),1망(1kg),2000,Jun-12,무안,1,전통시장,440000,마포구
313857,120,망원시장,23,상추,1봉(100g),1000,Jun-12,이천,1,전통시장,440000,마포구
313858,120,망원시장,311,오이(다다기),1개,200,Jun-12,상주,1,전통시장,440000,마포구
313859,120,망원시장,312,애호박,1개,250,Jun-12,진주(논개),1,전통시장,440000,마포구
313860,120,망원시장,58,"쇠고기(한우,불고기)",600g(1등급),16800,Jun-12,국내(토종한우),1,전통시장,440000,마포구
313861,120,망원시장,99,돼지고기(생삼겹살),600g,11400,Jun-12,국내(보성녹차),1,전통시장,440000,마포구
313862,120,망원시장,283,닭고기(육계),1마리(1.0kg),6000,Jun-12,국내하림,1,전통시장,440000,마포구
313863,120,망원시장,134,달걀(왕란),10개,1470,Jun-12,국내(왕란),1,전통시장,440000,마포구
313864,120,망원시장,260,"조기(냉동,수입산)",1마리(소),500,Jun-12,중국,1,전통시장,440000,마포구
313865,120,망원시장,315,"명태(45cm,수입산)",1마리(중),1660,Jun-12,러시아(동태),1,전통시장,440000,마포구
313866,120,망원시장,256,"오징어(냉동,국산)",1마리(중),2000,Jun-12,동해,1,전통시장,440000,마포구
313867,120,망원시장,266,"고등어(생물,국산)",1마리(소),1660,Jun-12,부산(세일),1,전통시장,440000,마포구
313868,202,구로시장,305,"사과(부사, 300g)",1개,2500,Jun-12,국내산,1,전통시장,530000,구로구
313869,202,구로시장,306,"배(신고, 600g)",1개,3000,Jun-12,국내산,1,전통시장,530000,구로구
313870,202,구로시장,307,배추(2.5~3kg),1포기,2200,Jun-12,국내산,1,전통시장,530000,구로구
313871,202,구로시장,308,무(1kg),1개,1000,Jun-12,국내산,1,전통시장,530000,구로구
313872,202,구로시장,272,양파(작은망),1망,2000,Jun-12,국내산,1,전통시장,530000,구로구
313873,202,구로시장,310,상추(100g),100g,500,Jun-12,국내산,1,전통시장,530000,구로구
313874,202,구로시장,311,오이(다다기),1개,200,Jun-12,국내산,1,전통시장,530000,구로구
313875,202,구로시장,312,애호박,1개,330,Jun-12,국내산,1,전통시장,530000,구로구
313876,202,구로시장,58,"쇠고기(한우,불고기)",600g,33000,Jun-12,농협부천,1,전통시장,530000,구로구
313877,202,구로시장,202,돼지고기(생삼겹살),600g,8400,Jun-12,국내산 암돼지,1,전통시장,530000,구로구
313878,202,구로시장,283,닭고기(육계),1마리,5000,Jun-12,국내산,1,전통시장,530000,구로구
313879,202,구로시장,181,달걀(왕란),10개,1600,Jun-12,국내산,1,전통시장,530000,구로구
313880,202,구로시장,260,"조기(냉동,수입산)",1마리,2500,Jun-12,부세조기,1,전통시장,530000,구로구
313881,202,구로시장,152,"명태(러시아,냉동)",1마리,2000,Jun-12,,1,전통시장,530000,구로구
313882,202,구로시장,254,"오징어(생물,국산)",1마리,2000,Jun-12,,1,전통시장,530000,구로구
313883,202,구로시장,266,"고등어(생물,국산)",1마리,2500,Jun-12,,1,전통시장,530000,구로구
313884,68,롯데백화점 미아점,305,"사과(부사, 300g)",1개(310g),3300,Jun-12,경북포항6개19800원,2,대형마트,305000,강북구
313885,68,롯데백화점 미아점,306,"배(신고, 600g)",1개656g),7900,Jun-12,친환경.원황배2개15800,2,대형마트,305000,강북구
313886,68,롯데백화점 미아점,307,배추(2.5~3kg),"1포기(1,8kg)",3000,Jun-12,속배추,2,대형마트,305000,강북구
313887,68,롯데백화점 미아점,308,무(1kg),1개(1.3kg),1899,Jun-12,,2,대형마트,305000,강북구
313888,68,롯데백화점 미아점,309,양파(1.5kg망),1망,2600,Jun-12,무안 햇양파,2,대형마트,305000,강북구
313889,68,롯데백화점 미아점,310,상추(100g),1봉지,1800,Jun-12,익산,2,대형마트,305000,강북구
313890,68,롯데백화점 미아점,311,오이(다다기),1개,500,Jun-12,뜨레가,2,대형마트,305000,강북구
313891,68,롯데백화점 미아점,119,호박(인큐베이터),1개,1000,Jun-12,다올찬애호박,2,대형마트,305000,강북구
313892,68,롯데백화점 미아점,58,"쇠고기(한우,불고기)",600g(1등급),17880,Jun-12,"전북완주,100g2980원",2,대형마트,305000,강북구
313893,68,롯데백화점 미아점,99,돼지고기(생삼겹살),600g,18000,Jun-12,"박달재,100g3000원",2,대형마트,305000,강북구
313894,68,롯데백화점 미아점,283,닭고기(육계),1마리(1kg),9400,Jun-12,마니커,2,대형마트,305000,강북구
313895,68,롯데백화점 미아점,181,달걀(왕란),10개,2500,Jun-12,산골토종란,2,대형마트,305000,강북구
313896,68,롯데백화점 미아점,258,"조기(생물,국산)",1마리(36m),9800,Jun-12,백조기,2,대형마트,305000,강북구
313897,68,롯데백화점 미아점,265,"명태(생물,수입산)",1마리(cm),0,Jun-12,미판매,2,대형마트,305000,강북구
313898,68,롯데백화점 미아점,254,"오징어(생물,국산)",1마리(20cm),4300,Jun-12,동해3마리12900,2,대형마트,305000,강북구
313899,68,롯데백화점 미아점,266,"고등어(생물,국산)",1마리34cm),6900,Jun-12,,2,대형마트,305000,강북구
313900,210,상계중앙시장,305,"사과(부사, 300g)",1개(266g),2000,Jun-12,의성,1,전통시장,350000,노원구
313901,210,상계중앙시장,306,"배(신고, 600g)",1개(580g),1600,Jun-12,나주,1,전통시장,350000,노원구
313902,210,상계중앙시장,307,배추(2.5~3kg),1포기(4kg),1500,Jun-12,해남,1,전통시장,350000,노원구
313903,210,상계중앙시장,308,무(1kg),1개(1.3kg),1000,Jun-12,제주,1,전통시장,350000,노원구
313904,210,상계중앙시장,309,양파(1.5kg망),1망(1.6kg),2000,Jun-12,,1,전통시장,350000,노원구
313905,210,상계중앙시장,23,상추, (130g),400,Jun-12,,1,전통시장,350000,노원구
313906,210,상계중앙시장,311,오이(다다기),1개,250,Jun-12,,1,전통시장,350000,노원구
313907,210,상계중앙시장,312,애호박,1개,400,Jun-12,맑은청,1,전통시장,350000,노원구
313908,210,상계중앙시장,58,"쇠고기(한우,불고기)",600g,18000,Jun-12,으뜸선한우,1,전통시장,350000,노원구
313909,210,상계중앙시장,99,돼지고기(생삼겹살),600g,12000,Jun-12,선진포크,1,전통시장,350000,노원구
313910,210,상계중앙시장,283,닭고기(육계),1마리(1kg),5000,Jun-12,생닭,1,전통시장,350000,노원구
313911,210,상계중앙시장,134,달걀(왕란),10개,2000,Jun-12,일반,1,전통시장,350000,노원구
313912,210,상계중앙시장,144,"조기(국산,냉동)",1마리,2850,Jun-12,참조기7마리20000원,1,전통시장,350000,노원구
313913,210,상계중앙시장,265,"명태(생물,수입산)",1마리,0,Jun-12,,1,전통시장,350000,노원구
313914,210,상계중앙시장,256,"오징어(냉동,국산)",1마리(25cm),2500,Jun-12,동해안,1,전통시장,350000,노원구
313915,210,상계중앙시장,268,"고등어(냉동,국산)",1마리(30cm),4000,Jun-12,부산,1,전통시장,350000,노원구
313916,205,둔촌역 재래시장,279,사과(중품),1개,2500,Jun-12,,1,전통시장,740000,강동구
313917,205,둔촌역 재래시장,284,배(중품),1개,3500,Jun-12,,1,전통시장,740000,강동구
313918,205,둔촌역 재래시장,26,배추,1포기(1.3kg),3333,Jun-12,10000한망(3개),1,전통시장,740000,강동구
313919,205,둔촌역 재래시장,25,무,1개(1.0kg),1500,Jun-12,제주,1,전통시장,740000,강동구
313920,205,둔촌역 재래시장,272,양파(작은망),1망(1.5kg),2500,Jun-12,무안,1,전통시장,740000,강동구
313921,205,둔촌역 재래시장,23,상추,1봉지(150g),1000,Jun-12,,1,전통시장,740000,강동구
313922,205,둔촌역 재래시장,22,오이,1개,400,Jun-12,백오이5개2000,1,전통시장,740000,강동구
313923,205,둔촌역 재래시장,119,호박(인큐베이터),1개,500,Jun-12,바이오,1,전통시장,740000,강동구
313924,205,둔촌역 재래시장,82,"쇠고기(육우,불고기)",600g,15000,Jun-12,,1,전통시장,740000,강동구
313925,205,둔촌역 재래시장,52,돼지고기(삼겹살),600g,12000,Jun-12,,1,전통시장,740000,강동구
313926,205,둔촌역 재래시장,283,닭고기(육계),1마리(1kg),5000,Jun-12,하림,1,전통시장,740000,강동구
313927,205,둔촌역 재래시장,134,달걀(왕란),10개,1800,Jun-12,홍화씨란,1,전통시장,740000,강동구
313928,205,둔촌역 재래시장,259,"조기(냉동,국산)",1마리(16cm),1000,Jun-12,10마리10000,1,전통시장,740000,강동구
313929,205,둔촌역 재래시장,152,"명태(러시아,냉동)",1마리(40cm),2000,Jun-12,,1,전통시장,740000,강동구
313930,205,둔촌역 재래시장,254,"오징어(생물,국산)",1마리,2000,Jun-12,,1,전통시장,740000,강동구
313931,205,둔촌역 재래시장,266,"고등어(생물,국산)",1마리(30cm),3000,Jun-12,중,1,전통시장,740000,강동구
313932,28,홈플러스 방학점,305,"사과(부사, 300g)",1개,3200,Jun-12,"경북예산,4개12.800원",2,대형마트,320000,도봉구
313933,28,홈플러스 방학점,306,"배(신고, 600g)",1개,3495,Jun-12,"성환,6,990원",2,대형마트,320000,도봉구
313934,28,홈플러스 방학점,26,배추,1포기(2.1kg),2160,Jun-12,"햇배추,전남",2,대형마트,320000,도봉구
313935,28,홈플러스 방학점,25,무,1개(2kg),1280,Jun-12,"전라도,햇무",2,대형마트,320000,도봉구
313936,28,홈플러스 방학점,24,양파,1망(1.6kg),3280,Jun-12,무안,2,대형마트,320000,도봉구
313937,28,홈플러스 방학점,310,상추(100g),적상추(130g),980,Jun-12,경기도진접,2,대형마트,320000,도봉구
313938,28,홈플러스 방학점,311,오이(다다기),1개,360,Jun-12,경기도,2,대형마트,320000,도봉구
313939,28,홈플러스 방학점,119,호박(인큐베이터),1개,600,Jun-12,전남,2,대형마트,320000,도봉구
313940,28,홈플러스 방학점,58,"쇠고기(한우,불고기)",600g(2등급),16680,Jun-12,"안심한우,100g2,780원",2,대형마트,320000,도봉구
313941,28,홈플러스 방학점,52,돼지고기(삼겹살),600g,15480,Jun-12,"홈플러스포크,영남,100g2,580원",2,대형마트,320000,도봉구
313942,28,홈플러스 방학점,283,닭고기(육계),1마리(1kg),8780,Jun-12,"올품,경북상주,절단",2,대형마트,320000,도봉구
313943,28,홈플러스 방학점,134,달걀(왕란),10개,2200,Jun-12,"신선왕란,15개3,300원,7일간행사",2,대형마트,320000,도봉구
313944,28,홈플러스 방학점,259,"조기(냉동,국산)",1마리(20cm),1500,Jun-12,"제주,2마리3,000원",2,대형마트,320000,도봉구
313945,28,홈플러스 방학점,152,"명태(러시아,냉동)",1마리(40cm),1000,Jun-12,"절단,손질",2,대형마트,320000,도봉구
313946,28,홈플러스 방학점,254,"오징어(생물,국산)",1마리,2000,Jun-12,"동해.2마리4,000원",2,대형마트,320000,도봉구
313947,28,홈플러스 방학점,266,"고등어(생물,국산)","1마리(중,30cm)",3980,Jun-12,부산,2,대형마트,320000,도봉구
313948,136,세이브 마트,305,"사과(부사, 300g)",1개,1960,Jun-12,"고냉지사과(중)5개9,800원",2,대형마트,620000,관악구
313949,136,세이브 마트,306,"배(신고, 600g)",1개,2990,Jun-12,"신고배(중)2개5,980원",2,대형마트,620000,관악구
313950,136,세이브 마트,307,배추(2.5~3kg),1포기,2660,Jun-12,"햇배추1망7,980원",2,대형마트,620000,관악구
313951,136,세이브 마트,308,무(1kg),1개,1700,Jun-12,제주무,2,대형마트,620000,관악구
313952,136,세이브 마트,309,양파(1.5kg망),1망,2300,Jun-12,국산(중망)햇양파,2,대형마트,620000,관악구
313953,136,세이브 마트,310,상추(100g),100g,500,Jun-12,국산,2,대형마트,620000,관악구
313954,136,세이브 마트,311,오이(다다기),1개,375,Jun-12,"국산4개1,500원(행사가)",2,대형마트,620000,관악구
313955,136,세이브 마트,312,애호박,1개,750,Jun-12,"진주남강논개2개1,500원",2,대형마트,620000,관악구
313956,136,세이브 마트,58,"쇠고기(한우,불고기)",600g(1등급),19800,Jun-12,나주농협,2,대형마트,620000,관악구
313957,136,세이브 마트,99,돼지고기(생삼겹살),600g,14300,Jun-12,해남땅끝포크  ,2,대형마트,620000,관악구
313958,136,세이브 마트,283,닭고기(육계),1마리(1.2kg),7500,Jun-12,하림자연실록,2,대형마트,620000,관악구
313959,136,세이브 마트,17,달걀,10개,2600,Jun-12,참한위생란,2,대형마트,620000,관악구
313960,136,세이브 마트,136,"조기(국산,생물)",1마리,1000,Jun-12,"참조기10마리10,000원",2,대형마트,620000,관악구
313961,136,세이브 마트,152,"명태(러시아,냉동)",1마리,3000,Jun-12,러시아산,2,대형마트,620000,관악구
313962,136,세이브 마트,254,"오징어(생물,국산)",1마리,2250,Jun-12,"국산2마리4,500원",2,대형마트,620000,관악구
313963,136,세이브 마트,266,"고등어(생물,국산)",1마리,5000,Jun-12,국산(대),2,대형마트,620000,관악구
313964,116,홈플러스 시흥점,305,"사과(부사, 300g)",1개,2450,Jun-12,,2,대형마트,545000,금천구
313965,116,홈플러스 시흥점,306,"배(신고, 600g)",1개,3500,Jun-12,나주,2,대형마트,545000,금천구
313966,116,홈플러스 시흥점,307,배추(2.5~3kg),1포기,2100,Jun-12,,2,대형마트,545000,금천구
313967,116,홈플러스 시흥점,308,무(1kg),1개,1630,Jun-12,햇무,2,대형마트,545000,금천구
313968,116,홈플러스 시흥점,309,양파(1.5kg망),1망,2080,Jun-12,무안햇,2,대형마트,545000,금천구
313969,116,홈플러스 시흥점,310,상추(100g),100g,900,Jun-12,,2,대형마트,545000,금천구
313970,116,홈플러스 시흥점,311,오이(다다기),1개,400,Jun-12,,2,대형마트,545000,금천구
313971,116,홈플러스 시흥점,119,호박(인큐베이터),1개,800,Jun-12,진주,2,대형마트,545000,금천구
313972,116,홈플러스 시흥점,58,"쇠고기(한우,불고기)",1등급(600g),20880,Jun-12,국내산,2,대형마트,545000,금천구
313973,116,홈플러스 시흥점,99,돼지고기(생삼겹살),600g,20280,Jun-12,보성녹차,2,대형마트,545000,금천구
313974,116,홈플러스 시흥점,283,닭고기(육계),1마리(1kg),4980,Jun-12,하림,2,대형마트,545000,금천구
313975,116,홈플러스 시흥점,134,달걀(왕란),10개,2200,Jun-12,친환경,2,대형마트,545000,금천구
313976,116,홈플러스 시흥점,258,"조기(생물,국산)",1마리(20cm),3980,Jun-12,,2,대형마트,545000,금천구
313977,116,홈플러스 시흥점,315,"명태(45cm,수입산)",1마리,1250,Jun-12,러시아,2,대형마트,545000,금천구
313978,116,홈플러스 시흥점,256,"오징어(냉동,국산)",1마리(25cm),1500,Jun-12,선동,2,대형마트,545000,금천구
313979,116,홈플러스 시흥점,266,"고등어(생물,국산)",1마리,2500,Jun-12,,2,대형마트,545000,금천구
313980,103,신영시장,305,"사과(부사, 300g)",1개,2000,Jun-12,충주,1,전통시장,470000,양천구
313981,103,신영시장,306,"배(신고, 600g)",1개,2500,Jun-12,나주,1,전통시장,470000,양천구
313982,103,신영시장,307,배추(2.5~3kg),1포기,1000,Jun-12,한망3000원,1,전통시장,470000,양천구
313983,103,신영시장,308,무(1kg),1개,500,Jun-12,제주,1,전통시장,470000,양천구
313984,103,신영시장,309,양파(1.5kg망),1망,2000,Jun-12,무안,1,전통시장,470000,양천구
313985,103,신영시장,310,상추(100g),100g,250,Jun-12,일산,1,전통시장,470000,양천구
313986,103,신영시장,311,오이(다다기),1개,200,Jun-12,상주(5개)1000원,1,전통시장,470000,양천구
313987,103,신영시장,312,애호박,1개,200,Jun-12,논개 (5개1000원),1,전통시장,470000,양천구
313988,103,신영시장,201,쇠고기(등심),600g,11800,Jun-12,한우,1,전통시장,470000,양천구
313989,103,신영시장,202,돼지고기(생삼겹살),600g,9800,Jun-12,국내산,1,전통시장,470000,양천구
313990,103,신영시장,283,닭고기(육계),1마리,6000,Jun-12,하림닭,1,전통시장,470000,양천구
313991,103,신영시장,134,달걀(왕란),10개,2400,Jun-12,생생란,1,전통시장,470000,양천구
313992,103,신영시장,144,"조기(국산,냉동)",1마리(10cm),2000,Jun-12,중국산(부서),1,전통시장,470000,양천구
313993,103,신영시장,152,"명태(러시아,냉동)",1마리(40cm),0,Jun-12,미입고,1,전통시장,470000,양천구
313994,103,신영시장,254,"오징어(생물,국산)",1마리(25cm),2000,Jun-12,,1,전통시장,470000,양천구
313995,103,신영시장,266,"고등어(생물,국산)",1마리(30cm),2000,Jun-12,,1,전통시장,470000,양천구
313996,91,동원시장,305,"사과(부사, 300g)",1개,2000,Jun-12,사과,1,전통시장,260000,중랑구
313997,91,동원시장,306,"배(신고, 600g)",1개,3000,Jun-12,신고배,1,전통시장,260000,중랑구
313998,91,동원시장,307,배추(2.5~3kg),1포기,2500,Jun-12,국산,1,전통시장,260000,중랑구
313999,91,동원시장,308,무(1kg),1개,1000,Jun-12,제주무,1,전통시장,260000,중랑구
314000,91,동원시장,309,양파(1.5kg망),망,2000,Jun-12,무안양파,1,전통시장,260000,중랑구
314001,91,동원시장,310,상추(100g),100g,500,Jun-12,적상추,1,전통시장,260000,중랑구
314002,91,동원시장,311,오이(다다기),1개,250,Jun-12,"4개1,000원",1,전통시장,260000,중랑구
314003,91,동원시장,312,애호박,1개,333,Jun-12,진주애호박,1,전통시장,260000,중랑구
314004,91,동원시장,58,"쇠고기(한우,불고기)",600g(1등급),19800,Jun-12,"설도, 농협안심축산물",1,전통시장,260000,중랑구
314005,91,동원시장,202,돼지고기(생삼겹살),600g,10800,Jun-12,국산,1,전통시장,260000,중랑구
314006,91,동원시장,283,닭고기(육계),1마리,5800,Jun-12,하림닭10호,1,전통시장,260000,중랑구
314007,91,동원시장,181,달걀(왕란),10개,1930,Jun-12,"1판30개입 5,800원",1,전통시장,260000,중랑구
314008,91,동원시장,136,"조기(국산,생물)",1마리(15cm),1430,Jun-12,참조기7마리10000,1,전통시장,260000,중랑구
314009,91,동원시장,264,"명태(냉동,수입산)",1마리(45cm),2000,Jun-12,북태평양,1,전통시장,260000,중랑구
314010,91,동원시장,254,"오징어(생물,국산)",1마리(25cm),1500,Jun-12,동해,1,전통시장,260000,중랑구
314011,91,동원시장,266,"고등어(생물,국산)",1마리(30cm),3000,Jun-12,대,1,전통시장,260000,중랑구
314012,74,이마트 왕십리점,305,"사과(부사, 300g)",1개,3475,Jun-12,4개 13900,2,대형마트,200000,성동구
314013,74,이마트 왕십리점,306,"배(신고, 600g)",1개,0,Jun-12,미입고,2,대형마트,200000,성동구
314014,74,이마트 왕십리점,125,배추(국산),1포기(2kg),1980,Jun-12,,2,대형마트,200000,성동구
314015,74,이마트 왕십리점,25,무,1개,1280,Jun-12,,2,대형마트,200000,성동구
314016,74,이마트 왕십리점,24,양파,1망(1.5kg),2380,Jun-12,,2,대형마트,200000,성동구
314017,74,이마트 왕십리점,310,상추(100g),1봉지,1280,Jun-12,,2,대형마트,200000,성동구
314018,74,이마트 왕십리점,311,오이(다다기),1개,296,Jun-12,5개 1480,2,대형마트,200000,성동구
314019,74,이마트 왕십리점,119,호박(인큐베이터),1개,850,Jun-12,,2,대형마트,200000,성동구
314020,74,이마트 왕십리점,52,돼지고기(삼겹살),600g,11800,Jun-12,1950,2,대형마트,200000,성동구
314021,74,이마트 왕십리점,58,"쇠고기(한우,불고기)",600g,22800,Jun-12,설도 3800,2,대형마트,200000,성동구
314022,74,이마트 왕십리점,18,닭고기,1마리(600g이상),7900,Jun-12,1000g,2,대형마트,200000,성동구
314023,74,이마트 왕십리점,171,달걀(특란),10개,2000,Jun-12,난이생생,2,대형마트,200000,성동구
314024,74,이마트 왕십리점,314,"냉동참조기(20cm,국산)",1마리,1280,Jun-12,5마리 6400,2,대형마트,200000,성동구
314025,74,이마트 왕십리점,152,"명태(러시아,냉동)",1마리,2480,Jun-12,동태 러시아,2,대형마트,200000,성동구
314026,74,이마트 왕십리점,254,"오징어(생물,국산)",1마리,1480,Jun-12,냉동,2,대형마트,200000,성동구
314027,74,이마트 왕십리점,316,"고등어(30cm,국산)",1마리(30cm),6980,Jun-12,큰것,2,대형마트,200000,성동구
314028,44,이마트 역삼점,28,사과,1개,1650,Jun-12,"당찬 6입 \9,900",2,대형마트,680000,강남구
314029,44,이마트 역삼점,170,"배(신고),중급(대)",1개,3200,Jun-12,4입 \12800,2,대형마트,680000,강남구
314030,44,이마트 역삼점,26,배추,1포기,1780,Jun-12,국내산,2,대형마트,680000,강남구
314031,44,이마트 역삼점,25,무,1개,1580,Jun-12,제주,2,대형마트,680000,강남구
314032,44,이마트 역삼점,272,양파(작은망),1망(2kg),3980,Jun-12,1망8입,2,대형마트,680000,강남구
314033,44,이마트 역삼점,23,상추,1봉(150g),1150,Jun-12,GAP논산양촌상추,2,대형마트,680000,강남구
314034,44,이마트 역삼점,22,오이,1개,430,Jun-12,5개 \2150,2,대형마트,680000,강남구
314035,44,이마트 역삼점,312,애호박,1개,720,Jun-12,진천,2,대형마트,680000,강남구
314036,44,이마트 역삼점,58,"쇠고기(한우,불고기)",600g(1++),33000,Jun-12,횡성,2,대형마트,680000,강남구
314037,44,이마트 역삼점,52,돼지고기(삼겹살),600g,13080,Jun-12,국내산,2,대형마트,680000,강남구
314038,44,이마트 역삼점,283,닭고기(육계),1마리(1000g),3980,Jun-12,올품토종닭백숙,2,대형마트,680000,강남구
314039,44,이마트 역삼점,17,달걀,15구,2980,Jun-12,푸르름을 담은달걀,2,대형마트,680000,강남구
314040,44,이마트 역삼점,136,"조기(국산,생물)",1마리(18cm),990,Jun-12,국내산 8미 \7920,2,대형마트,680000,강남구
314041,44,이마트 역삼점,288,동태,1마리,1480,Jun-12,"러시아산 2미\2,960",2,대형마트,680000,강남구
314042,44,이마트 역삼점,266,"고등어(생물,국산)",1마리,3980,Jun-12,국내산,2,대형마트,680000,강남구
314043,44,이마트 역삼점,254,"오징어(생물,국산)",1마리,2025,Jun-12,생태 2미 \4050,2,대형마트,680000,강남구
314044,40,홈플러스 등촌점,50,사과(부사),1개(250g),2200,Jun-12,청송,2,대형마트,500000,강서구
314045,40,홈플러스 등촌점,306,"배(신고, 600g)",1개(600g),3500,Jun-12,성환,2,대형마트,500000,강서구
314046,40,홈플러스 등촌점,307,배추(2.5~3kg),1포기,2160,Jun-12,전라도(햇배추),2,대형마트,500000,강서구
314047,40,홈플러스 등촌점,25,무,1kg,1960,Jun-12,전라도(햇무),2,대형마트,500000,강서구
314048,40,홈플러스 등촌점,272,양파(작은망),1망(1.8kg),3280,Jun-12,무안,2,대형마트,500000,강서구
314049,40,홈플러스 등촌점,310,상추(100g),1봉지(158g),980,Jun-12,남양주,2,대형마트,500000,강서구
314050,40,홈플러스 등촌점,311,오이(다다기),1개,360,Jun-12,상주,2,대형마트,500000,강서구
314051,40,홈플러스 등촌점,119,호박(인큐베이터),1개,800,Jun-12,전남광양,2,대형마트,500000,강서구
314052,40,홈플러스 등촌점,58,"쇠고기(한우,불고기)",600g(설도),16680,Jun-12,음성,2,대형마트,500000,강서구
314053,40,홈플러스 등촌점,99,돼지고기(생삼겹살),600g,15480,Jun-12,김해,2,대형마트,500000,강서구
314054,40,홈플러스 등촌점,283,닭고기(육계),1마리(1kg),8780,Jun-12,음성,2,대형마트,500000,강서구
314055,40,홈플러스 등촌점,134,달걀(왕란),10개,2200,Jun-12,신선왕란,2,대형마트,500000,강서구
314056,40,홈플러스 등촌점,259,"조기(냉동,국산)",1마리(20cm),2280,Jun-12,남해,2,대형마트,500000,강서구
314057,40,홈플러스 등촌점,264,"명태(냉동,수입산)",1마리(특),2500,Jun-12,러시아(냉동),2,대형마트,500000,강서구
314058,40,홈플러스 등촌점,54,오징어(냉동),1마리(25cm),2000,Jun-12,속초,2,대형마트,500000,강서구
314059,40,홈플러스 등촌점,266,"고등어(생물,국산)",1마리(중),3980,Jun-12,부산,2,대형마트,500000,강서구
314060,38,송화시장,279,사과(중품),1개(특),3000,Jun-12,청송,1,전통시장,500000,강서구
314061,38,송화시장,306,"배(신고, 600g)",1개(400g),3500,Jun-12,나주,1,전통시장,500000,강서구
314062,38,송화시장,307,배추(2.5~3kg),1포기,2500,Jun-12,전라도,1,전통시장,500000,강서구
314063,38,송화시장,308,무(1kg),1개,1000,Jun-12,전라도,1,전통시장,500000,강서구
314064,38,송화시장,272,양파(작은망),1망(1.5kg),2500,Jun-12,무안,1,전통시장,500000,강서구
314065,38,송화시장,310,상추(100g),100g,400,Jun-12,일산,1,전통시장,500000,강서구
314066,38,송화시장,311,오이(다다기),1개,330,Jun-12,상주,1,전통시장,500000,강서구
314067,38,송화시장,119,호박(인큐베이터),1개(하우스),500,Jun-12,진주,1,전통시장,500000,강서구
314068,38,송화시장,58,"쇠고기(한우,불고기)",600g(1등급),17800,Jun-12,음성,1,전통시장,500000,강서구
314069,38,송화시장,99,돼지고기(생삼겹살),600g,11800,Jun-12,부천,1,전통시장,500000,강서구
314070,38,송화시장,283,닭고기(육계),1마리(1kg),5000,Jun-12,하림,1,전통시장,500000,강서구
314071,38,송화시장,134,달걀(왕란),10개,1570,Jun-12,안양,1,전통시장,500000,강서구
314072,38,송화시장,259,"조기(냉동,국산)",1마리(20cm),1430,Jun-12,추자도,1,전통시장,500000,강서구
314073,38,송화시장,152,"명태(러시아,냉동)",1마리(45cm),2500,Jun-12,러시아,1,전통시장,500000,강서구
314074,38,송화시장,256,"오징어(냉동,국산)",1마리(25cm),1680,Jun-12,속초(냉동),1,전통시장,500000,강서구
314075,38,송화시장,266,"고등어(생물,국산)",1마리(30m),3000,Jun-12,부산,1,전통시장,500000,강서구
